Callsign,Origin,Destination,Aircraft
,PTW,TTN,Unknown
,HNL,JRF,BE9L
,FDO,EPA,Unknown
,MSP,GIF,A319
,ABY,ORL,SR22
,MOD,MYF,PC12
,GWV,LIT,BE9T
,VQS,SIG,C208
,PTK,DAL,GLF5
,PIT,RDU,E75L
,SDF,FFM,B752
,SGR,ELA,SR22
,MER,SQL,SR22
,HNL,KOA,B712
,DAL,TRL,GA5C
,ROF,WVI,BE9L
,TPF,PIE,TAMP
,ERI,JAX,CL30
,JCY,ERV,C172
,RNC,AUS,LJ60
,FXE,MLB,DH8C
,ESO,FLG,M20P
,LAL,VAD,P32R
,TPL,DWH,C650
,TIW,HIO,P46T
,LUF,HSH,T210
,MUO,ONO,C172
,FMN,LAS,A21N
,MDT,RKH,E145
,PPM,FLL,A321
,PBI,MSY,C750
,FAT,CLG,PA46
,LBB,PHX,CRJ7
,EZE,IAH,B772
,NQA,AUO,PA24
,MIA,KNA,B748
,BCT,VJI,E55P
,OPF,CVG,B38M
,EWR,TUL,LJ45
,GAB,DFW,B738
,CDC,VGT,SR22
,LRJ,LAX,A321
,ATL,BFM,B712
,YSC,YYZ,E295
,YTZ,MSS,DH8D
,CVG,NLU,B763
,NPL,WLG,A320
,LEP,CGH,E55P
,PLU,CNF,AT76
,LGB,HHR,Unknown
,HIF,SLC,Unknown
,HIF,OGD,Unknown
,JJM,NYE,FA50
,JSH,CCE,A320
,BGH,SMW,B738
,ICN,BQH,GA7C
,CCZ,GHC,B737
,CVJ,MEX,B738
,PBC,VER,B350
,AZP,TLC,GA7C
,PHY,ZBY,B752
,VAS,OGU,A21N
,CDG,LGG,B737
,AAE,BQN,A333
,JMK,FRA,A321
,OSR,DUS,LJ55
,OKH,QUY,C150
,ARN,MMX,B788
,SBK,LGW,A320
,BHX,GLO,EC45
,ANR,HAM,A319
,VBY,OSK,AT76
,RKE,IAD,GLEX
,BOJ,TIP,B38M
,BOJ,IST,A21N
,TEQ,IST,A333
,HAJ,TCE,A20N
,ISL,ANK,F2TH
,BCN,SIR,C525
,ARW,BCM,A320
,ALA,BXJ,Unknown
,OHS,DXB,A320
,KUL,PKG,A333
,TNJ,KUL,B738
,SGL,MNL,A20N
,SIN,NRT,B78X
,HDG,PEK,A320
,PEK,AYN,A320
,WEH,TSN,B738
,CNI,BKK,B38M
,TSN,PKX,A21N
,HDG,AYN,A21N
,GLT,BNE,RV10
,YVR,SYD,B789
,BLR,IXE,A21N
,TNE,FUK,B738
,DMK,TVY,B77W
,SUH,LVP,B78X
,TSY,BDO,Unknown
,SAR,SHD,B190
,LAX,FCH,C560
,YKN,LAX,B763
,GLS,SKF,BE35
,FTY,LAN,C25B
,NGU,RWF,B737
,AXN,STP,E75L
,SAQ,MTH,E75L
,APF,CMH,PC24
,BTF,RDU,BCS3
,MYR,MSN,CRJ9
,ORD,CDD,B38M
,OBE,MLB,P06T
,COE,BFI,SF50
,EGV,BOS,A339
,SAQ,TCB,PC12
,CAO,FLP,C441
,BCE,RVR,EA50
,MTH,SUA,RV9
,KYO,DSI,C340
,DYL,LYH,A320
,SSI,FIL,C68A
,SFH,EWR,CL35
,ERI,MEJ,EC35
,PGD,BGR,C68A
,LKV,SNA,GA7C
,JFK,EWK,B752
,MLB,SUA,C172
,CLT,BFR,BE40
,SCF,SLC,PC12
,WST,GON,P28A
,DNN,MTO,SR22
,TPA,CHO,A319
,GBD,CNU,BE36
,MIA,CDD,B772
,PSP,YUM,B737
,AVW,WJF,PA34
,PBI,HUM,C700
,YPB,LAX,B789
,HOU,COT,B738
,OZA,ORF,B738
,SHM,SLX,B748
,AYS,CEW,BE23
,MDW,GCK,B38M
,AFO,MMH,TBM9
,CSV,OPF,C680
,RSW,APF,C240
,BOS,GNV,A321
,ATL,BHM,B712
,PBI,FTY,C68A
,BWG,DFW,B738
,MNZ,SJU,C560
,RMS,HHN,C17
,PHL,YHM,CRJ1
,YFE,YHU,B190
,YHU,YJN,DA40
,AMZ,WTZ,P28A
,HKG,GBZ,A333
,CGH,FLN,B737
,OAK,HWD,Unknown
,TUK,IAD,B77W
,BIO,TRN,E190
,MFX,SMV,Unknown
,WAW,GVA,CL30
,HAM,MGL,E550
,SOU,GCI,AT76
,GVA,FLL,GLF6
,MXP,NTE,A319
,LGG,ATL,B744
,WRO,ARN,A339
,BGC,OTP,A321
,PIT,TSN,B772
,SVG,AES,E195
,BRN,ZIN,G2CA
,IST,BER,A321
,HOA,DJE,B38M
,KLU,OGU,A21N
,FEZ,FNI,B738
,KLU,DWC,GL5T
,AQJ,CCE,A339
,ICN,NGS,B738
,MES,KUL,A20N
,MFM,CGM,A21N
,SIN,SYD,A388
,PPE,HKG,B748
,SZX,BKK,B38M
,TNA,PKX,A21N
,SYD,MEL,A332
,AVV,PTJ,PA31
,GSN,HWK,E190
,AVV,ARY,C172
,DFW,MEL,B789
,HYD,GAU,B738
,XSB,DOH,B38M
,DAT,HND,A35K
,ITM,HND,B738
,DMK,UTP,C208
,CLJ,HND,B77W
,SUH,BOM,A320
,BDO,KJT,AT75
,CRP,ALI,PC12
,ONT,PIT,F900
,BFT,DNN,E75L
,MSP,SYN,CRJ9
,MIA,CUN,B739
,STP,CRW,CRJ9
,REE,MIQ,A321
,GYM,DAL,B737
,RCK,EFD,C172
,FKN,PBI,E145
,BTV,YQB,Unknown
,OPF,SYR,C56X
,RDD,BZF,CC11
,BFM,HSV,C310
,TRM,MAE,BE9L
,CWF,BTR,P28A
,PSP,ORD,B738
,ATL,CRG,B738
,FRR,ORD,B739
,MVY,YVC,A339
,MSC,RBF,LEG2
,RXE,JAC,AS50
,MCO,IAD,BE40
,TMB,TPF,SF50
,JFK,LAS,A21N
,LSF,DAB,BE58
,MFE,YIP,C550
,SUA,KPT,EPIC
,BXS,AZA,P28A
,IAD,PSK,A21N
,GSO,LYH,PC12
,TDW,LBB,S22T
,EWR,MIA,A321
,TXK,RDU,GLF6
,CFD,HTV,C172
,MTH,APF,C180
,PHX,LAS,B738
,CCB,RBF,M20P
,SUA,SUS,GLF5
,RAC,UGN,FA7X
,MIV,RMS,C17
,AFW,VCT,TEX2
,DNA,TKN,B350
,YYZ,YGK,A321
,FLL,YUL,CL60
,MTA,WIR,DA40
,PCN,AKL,AT76
,SDU,FRC,B737
,CGH,PLU,B737
,SDU,REC,C56X
,GIG,PNG,BE20
,MCO,GRU,B789
,ROS,PRA,A319
,APA,SBS,Unknown
,SBD,BNG,Unknown
,DIA,OHS,B77W
,MTY,FLL,E55P
,AOI,LIN,F2TH
,MAN,MAD,A321
,CGN,BWE,B350
,HAM,LEJ,C25A
,MHZ,MAN,A320
,SFO,DCT,B789
,VNE,LBA,B738
,PIK,MAN,PC12
,CWL,IOM,DA40
,DWC,STN,F900
,PSM,LSV,C17
,SZA,AMS,B772
,UVF,YYZ,A333
,AMS,LBA,E190
,ISP,AMS,B78X
,LIS,OZP,FA50
,SIR,QLS,EC35
,OGU,VAS,A339
,DXB,NRT,A332
,CCE,KSO,A320
,ELT,SPJ,A320
,SFO,ICN,A359
,ICN,IKI,B78X
,SZB,JHB,A333
,TAG,DTE,A21N
,SIN,SBZ,A388
,TJQ,CGK,B773
,MWX,WEH,A320
,CAN,SZX,B38M
,PKX,PEK,B738
,NSM,LCN,A332
,GOO,TWB,C185
,GKT,SYD,B789
,ISK,DEL,AT76
,HYD,DEL,A20N
,BKK,IXJ,B77W
,NGO,MWX,A321
,GWD,NHD,A388
,AUH,MEK,B789
,TPE,TAK,A321
,VIJ,OPF,GLEX
,SUA,BED,Unknown
,BNL,PDK,F900
,MIA,SDF,E75L
,VIJ,EIS,Unknown
,FOE,MGE,GLF3
,SAT,DFW,A321
,BKX,XMD,C172
,TYR,SAN,B737
,LWS,PAE,PC12
,LEE,LCQ,C182
,BTR,MSY,C182
,ICT,LOT,CL30
,CAE,DPA,C208
,FLO,BCT,C25B
,AVL,DAB,A320
,ORF,MAC,SF50
,BKD,FDR,P28A
,CTA,NSY,B350
,ATS,HBK,B350
,NQI,DAL,GLF4
,GRU,ATL,A339
,SCF,LOU,H25B
,GSP,SLR,FA10
,LYH,RIC,LJ60
,HPN,HOU,CL30
,TTD,HIO,C172
,PWK,LUK,C68A
,NSE,NPA,NAVI
,DEN,SBN,CL30
,CCG,NIR,C560
,SBD,IND,B763
,AYS,CRG,C172
,FRG,POP,A320
,SBP,VIS,M20P
,SGF,SLX,C68A
,SNS,LVK,C182
,PAE,SQV,DH3T
,MCC,BAB,MM16
,JAX,CWF,P28A
,SNK,EDC,SR22
,MIA,OPF,C750
,LCH,SAT,PC12
,ISQ,ACB,BN2P
,ADR,PWK,C700
,ARG,JBR,B407
,JMS,GAB,B738
,SBS,GYR,B738
,ERV,GRK,M20P
,PHX,BFK,B38M
,GRR,APF,CL30
,BLM,MAZ,A321
,RAP,BFK,CRJ2
,RDU,ROC,B737
,FMY,SAV,C525
,MDJ,PDX,C208
,BJC,WBU,RV7
,FSD,OMA,PC12
,SCF,PJB,T206
,YKF,MDF,A319
,CUN,EFK,E295
,YUL,YWA,BCS3
,CHC,WKA,P28A
,SUB,HLP,P750
,CHC,HLZ,AT76
,GIG,JHF,E55P
,SAO,QVP,BT36
,QMF,LVR,BE9L
,SDU,PNG,PC12
,LPA,GRU,B789
,SCL,KNA,A319
,LUF,PHX,Unknown
,CNW,MWL,Unknown
,EMT,POC,Unknown
,BLS,COK,B77W
,MIA,GND,B763
,REX,TLC,B738
,DME,ISB,B772
,MXP,LUG,A169
,LYS,BHX,A321
,YUL,BNA,B789
,OPF,QRC,GL7T
,MQN,AMS,A319
,ANR,MRS,A319
,SOF,HFA,A320
,MVY,SLU,A333
,TEQ,ANK,A321
,OGU,ESK,A20N
,DXB,VAS,A339
,KIX,ICN,A321
,GMP,LYS,GLF6
,YVR,ICN,B78X
,JIW,AMM,B738
,NRT,KIX,A21N
,SIN,JAI,A388
,PEK,ZUH,B738
,HDG,FUO,A319
,DAT,FUO,A320
,DLC,FUJ,A20N
,TIR,SYD,A332
,TAN,OOL,C172
,TAN,BNE,AS50
,BNE,GKL,E190
,BOM,BLR,A20N
,HND,KIX,A20N
,KKJ,AKJ,B763
,FUK,KIX,DH8D
,HND,PWT,B789
,BKK,CJM,A321
,RDM,LMT,SH36
,BBD,IAD,B39M
,MMU,POP,GALX
,MSN,JVL,H25B
,LAS,INS,EC30
,MAY,FWA,E75L
,IND,GFD,P32R
,TRL,ADS,C182
,GLS,BWG,P46T
,DNL,SFB,A320
,LAX,CNO,A20N
,LDM,SBY,C680
,TKF,MSY,E55P
,SFO,SLC,B738
,MFV,SYR,C510
,AHN,BNA,CL60
,PDX,CZK,PC12
,ATL,HSV,SF50
,APF,ABY,PC12
,BZN,SNA,GLF5
,SMO,EMT,PA22
,HKY,GDC,SLG4
,CSE,EKO,E75L
,TNU,OGD,GLF6
,TNP,CGZ,SR20
,SRW,FLL,B739
,RDU,ROA,E145
,DFW,ORD,CRJ7
,MAF,NIR,E50P
,BWI,GSP,Unknown
,APA,RNO,S22T
,DBN,FLL,PC12
,LBT,ORD,A319
,MSP,PIE,B738
,SBO,PVU,P46T
,CXY,RSW,SF50
,HUA,LAS,B738
,HSI,DEN,B738
,HOU,MRC,B350
,LEE,OCF,C421
,CGZ,UBS,B738
,GRI,OLU,C172
,AKO,AUS,B38M
,LOU,MGE,B38M
,CGZ,GLB,C180
,MSN,SEG,C560
,MWL,FTW,B06
,CSE,EDC,C25A
,GCM,YYZ,CL30
,CEU,BHM,BE35
,FUL,LGB,R22
,PPE,YXX,B38M
,IAG,FXE,A321
,ZQN,ALR,C172
,MKK,OGG,PC12
,CHC,TWZ,PIAT
,SOD,QMF,E55P
,FLN,CEL,SR22
,PAQ,WOW,Unknown
,OPF,TMB,Unknown
,RAK,RBA,B738
,TUD,DSS,A359
,DFW,DIA,B77L
,TLC,MAD,GLF5
,LVS,DAL,GL5T
,SYZ,SYJ,A321
,LIN,FAB,FA7X
,BER,FRA,A320
,JVI,GRR,B772
,HAJ,ALG,GLEX
,FCO,TIA,A321
,BGO,SVG,S92
,MME,AMS,E75L
,TRN,FAO,P180
,CPH,SVG,E195
,BUS,IST,A321
,SAW,TEQ,A20N
,ISL,ESB,GL5T
,AMM,RQY,A339
,AKH,RUH,A20N
,KWJ,WJU,A321
,ICN,SKG,B78X
,GMP,CJJ,S76
,KUL,ASJ,A333
,MNL,ILO,A320
,PEK,HUZ,A320
,VVO,CDE,A320
,CNI,HUZ,A320
,ORD,NTQ,B744
,NAY,BNE,A359
,KDB,ZEC,A332
,CDU,BWU,SR20
,MBW,AVV,C402
,PER,JAD,AS55
,NMI,BDQ,A319
,BOM,STV,B38M
,MCT,DMK,C750
,HND,HKG,GLF6
,BKK,KDT,A320
,CHF,RSU,A321
,MEX,DXB,B77L
,GRU,DXB,A388
,BTV,PIT,E75L
,ADS,PXL,C750
,TPF,RSW,PC12
,GDC,GMU,P28A
,AZA,GLB,C172
,KYO,MCO,B39M
,RCK,FSM,C56X
,BLF,GEG,B737
,DMA,INW,P28A
,ALM,ATS,C210
,MIA,DFW,E75L
,HDE,AHF,C525
,FLL,ORD,A21N
,ORD,IAD,B737
,PHL,PDK,E55P
,AZA,MCO,A320
,HVE,CDC,B739
,UTM,SJN,A321
,ORD,RIC,E170
,IMM,BWD,E55P
,HSH,EDC,B350
,RHV,COA,TBM9
,FYM,APT,C421
,RKH,PHX,A21N
,VGT,SGU,SF50
,LAX,CWX,E75L
,JCY,RND,RV6
,APF,DAL,CL30
,SGH,MCO,B753
,ORD,RDU,A320
,BNA,CHS,C56X
,PRC,CTW,P28A
,SAN,BOI,A320
,JAX,TRC,C680
,DEN,TYZ,B739
,CHS,CLT,PC12
,CLD,SUS,C25B
,ACY,BNA,G280
,AFW,ACT,M20P
,DAL,PMD,C700
,DAL,BCT,C25B
,MIT,BFL,C172
,PBI,AUO,CL60
,LAS,AGC,GLF4
,MCB,WRB,B738
,SLC,DTW,B739
,LAS,PHX,B38M
,LFT,CWF,S22T
,AUS,BUF,B38M
,CMH,DEN,B38M
,LCH,OKC,B712
,JAC,INK,C68A
,MEM,TUL,B737
,SNA,DFW,B738
,LZU,FXE,P46T
,SNA,SCF,CL30
,UBS,GPT,T38
,GYY,PIT,C130
,ESE,MVW,C25B
,YYZ,YHZ,E295
,CHC,TIU,BT36
,GRU,POO,A320
,MTT,GRU,B789
,GHV,PMS,A320
,XSB,NMB,B77W
,GJL,CZL,B738
,DUS,FRA,Unknown
,TLL,BER,A321
,CEG,LTN,C25A
,BNX,LHR,B789
,LGW,ESH,A320
,ARN,MUC,A20N
,LIL,ANR,C510
,BRE,AMS,E75L
,KDA,LIS,B763
,OSL,CPH,E195
,BSL,GVA,A20N
,FRA,IST,A321
,ESB,ECN,A21N
,KCO,ALL,A20N
,FFM,IAD,B38M
,ZRH,MLA,C56X
,MXP,LTN,CL35
,BUS,BXJ,A320
,MNU,AGR,B39M
,ANK,DXB,A21N
,SYZ,CCE,A20N
,GMP,MWX,A321
,KWJ,SSN,B738
,XML,SIN,B78X
,ERZ,SIN,A388
,FUO,ZUH,A319
,FUO,PKX,A321
,DAT,SWA,A320
,MEB,XCO,C172
,TGN,XTO,LNC4
,MKY,GLT,E190
,BNE,LST,B738
,FKS,QGU,E170
,BSO,KIX,B788
,CJM,BKK,A320
,PHX,BEC,A320
,SRQ,CRG,C182
,BIS,ANW,C182
,PHX,BKD,A321
,FTY,GLD,G280
,SQV,PAE,DHC2
,UTM,PXM,GL7T
,DSM,FMY,A320
,MDW,OMA,C56X
,TMB,RIC,F2TH
,CHS,DAL,B350
,LAS,DAN,E545
,GLB,SNA,C182
,HPY,LAS,B739
,SAC,TLR,P28R
,TUS,ONL,A320
,SCF,BZN,C441
,TSM,ABQ,BE20
,BFM,RBD,CRJ7
,EYW,LIT,PA46
,LGB,SNA,GLF5
,HIO,EUG,C172
,MEM,RIC,CRJ9
,HHR,OCN,C172
,SNA,OAK,S22T
,GYM,SCF,CL30
,JAC,TMB,C25C
,MHH,TEB,GLEX
,ORD,SEA,B738
,TYS,FLL,H25B
,RDU,SOP,B429
,IMM,MMU,B38M
,CBK,IML,A319
,CDD,ATL,B752
,SFN,BOG,A20N
,FLL,HMT,A321
,SRC,LUK,PA46
,MRK,YZX,B350
,HDE,DKK,E295
,FRG,YXU,GALX
,HLZ,RAG,P750
,TFL,SNZ,A320
,CGH,QNV,E550
,MVF,GRU,B789
,LGB,TOA,Unknown
,NNA,KSO,A320
,ISK,DIA,B77W
,MAD,ALG,B738
,TRN,NUE,E190
,FRA,LYS,A321
,LGW,BUS,B772
,GDZ,HND,B789
,ODH,SOU,C42
,ABZ,LHR,A20N
,PEG,NAP,A321
,BLQ,AMS,E190
,MCO,OBE,B763
,BGO,TRD,E195
,BEY,KCO,A21N
,YEI,TEQ,A20N
,KUT,IST,A320
,XSB,DXB,A332
,ESB,ANK,B738
,HDR,SYJ,B733
,ICN,TEL,A320
,RXS,IAO,DH8D
,KWJ,SIN,B78X
,SYD,SIN,A388
,FUO,BXJ,A359
,BNE,BWU,C510
,GUL,SYD,A321
,MVU,LZR,Unknown
,GBI,IXU,A21N
,RJK,BKK,B77W
,SUH,IAH,A388
,FYV,IJX,A320
,TRM,SGU,Unknown
,PHL,TAD,A321
,IFP,RBK,PC12
,SFO,IAH,B39M
,CON,LCI,BE36
,PIE,CHS,PC12
,MCO,BWG,C680
,TLH,BTR,SR22
,PMH,SEM,A320
,HLI,SNS,M20P
,MPJ,HOT,M20P
,PBI,MTN,F2TH
,VGT,AZA,S22T
,MDW,TPA,E55P
,OCF,FXE,P28A
,OMA,ABY,C56X
,TBN,CPS,B407
,ISM,LEE,P28A
,MAY,MIA,A21N
,CEZ,FTW,C425
,RID,PSP,CL60
,LZU,GHM,P28R
,BXK,DVT,P28A
,ELA,CLL,P28A
,DWH,PWA,C560
,RDU,OSU,C56X
,DVT,IND,F2TH
,HRL,VHN,B733
,FCA,STL,C68A
,DWH,IWS,AA1
,APG,BHM,CRJ9
,MXL,SGU,C421
,FMY,BWI,B737
,MCI,LOW,CRJ7
,AZO,MTH,E170
,DEN,ABQ,B738
,SNA,BNA,C700
,YHM,MBS,CRJ9
,RKH,JFK,B764
,CTW,HII,C175
,MMU,IAD,TBM8
,ATL,TRX,A332
,IND,DEN,B738
,BNA,OMA,B738
,GIF,HOU,B738
,SJU,EBS,B38M
,MUO,SMO,C56X
,BOI,PVU,CL30
,GWV,MSY,EC35
,TEB,CMH,C68A
,DEN,TPA,B737
,DAG,BUR,E145
,SHR,YEG,CL60
,YVR,YHZ,E295
,ZGR,YDV,MU2
,TRC,YQB,A21N
,BAU,FRC,B738
,AAI,GRU,B38M
,GIG,CGH,C680
,SCF,AZA,Unknown
,SBP,LPC,Unknown
,OTP,GZT,B738
,BGY,AHO,A320
,NBO,WIL,C680
,AZI,AYM,B77W
,TKH,SVO,B763
,GRX,KRK,A321
,HYA,RUH,B772
,EMA,BHX,PUP
,NMB,CND,B789
,SOU,BBP,DA40
,ANR,WAW,A319
,BRS,AMS,E75L
,OPO,JPA,B763
,LHA,VOD,Unknown
,NDC,AHA,B738
,OSL,MOL,E195
,LYN,GVA,P28R
,ANK,TEQ,B738
,ANK,ERZ,A21N
,IUD,XXN,A20N
,YVR,ICN,A332
,ICN,YZT,B78X
,KIH,RKT,B733
,IXE,MYQ,B772
,HKG,PKX,A321
,TSN,JIW,B788
,MFM,SJW,B738
,CDE,AYN,A320
,SZX,TSN,B738
,PEK,PKX,A20N
,ZBL,HKG,A359
,BDB,CUD,C206
,MEL,BNE,A332
,INJ,BNE,B738
,BNE,SHQ,Unknown
,POV,BKK,B77W
,JIW,BOM,A321
,DXB,MEX,B77L
,GWD,SFO,A388
,KJP,TPE,A321
,KJT,RGT,A320
,SEE,FLG,SLG4
,RKP,MEX,B789
,CNO,SMX,B06
,VNC,IND,LJ45
,PIM,CAK,A320
,DSI,BTR,S22T
,DAB,ORL,DA40
,BFT,GSP,BE30
,ILG,VRB,C68A
,HPN,RIC,E545
,MDH,MWA,P28S
,CLD,LUF,BE77
,LND,BTF,B407
,LAS,CDS,C550
,TUS,RBK,S22T
,DAL,PWA,SR22
,SMO,FAT,S22T
,PBI,PVD,C56X
,YEG,BFI,E55P
,WVI,UST,GLF4
,SAN,ONM,A321
,SCF,CGZ,P28A
,CLT,MRC,CRJ7
,SUA,PTW,C560
,IDA,DEN,CRJ7
,BHM,TLH,BE58
,CLT,ABI,A321
,ATL,GSP,B712
,HSH,GGG,C25C
,CLT,DAB,A320
,APH,MHT,E145
,CLT,RKH,E145
,ENA,SXQ,PA18
,RBD,LEE,SF50
,TUS,WIB,EA50
,MNN,RFK,A321
,PWK,PVU,C25C
,SLC,NPH,C172
,TCB,PGV,C700
,SAQ,BCT,CL35
,OBE,PPM,B38M
,WWD,MCO,B739
,DTW,BHM,CRJ9
,MAM,IAH,E75L
,ARA,HUA,E75L
,PBI,BOG,C25A
,JVL,LAX,H25B
,PSP,WVI,GLAS
,HUM,BTR,EC35
,SNA,SZP,C182
,GKT,LEX,S22T
,CVG,ATL,CRJ9
,NTD,VIS,TBM9
,PVU,SLC,PA24
,PLK,BKG,C182
,CLT,MKO,A321
,JFK,BZN,A321
,DOV,YOS,C5M
,YQR,MLU,B38M
,BRA,PIV,C56X
,SDU,APU,C25M
,SAO,PGZ,Unknown
,LGB,LAX,Unknown
,ISM,SFB,Unknown
,GRU,OHS,B77W
,CDP,MCT,B77W
,BUJ,AAE,B738
,NCL,CFE,E190
,HAM,MUC,A20N
,ABC,DUS,C56X
,CBU,DRS,EC45
,PIT,KIT,B789
,LHR,CCF,B789
,BHX,EDI,B738
,STN,LCY,E190
,LHR,ANR,A319
,LTT,GVA,PC12
,BEM,LUG,PC24
,CDN,CTZ,B38M
,DUB,OLO,A321
,IWA,MSQ,B733
,ANC,ICN,B77L
,ICN,HND,A321
,AOY,LVP,B738
,MRQ,IAO,AT76
,SIN,KIX,B78X
,SIN,GUL,A388
,TNA,TSA,B738
,TOD,SIN,A321
,LZN,FOC,A20N
,BEO,NSO,RV8
,BNE,MTL,SLG4
,PPI,ZBL,E190
,XML,ADL,C208
,BEO,ZBL,B738
,AZI,DXB,Unknown
,HCN,TPE,A333
,BTH,KJT,A320
,BRO,HPY,E45X
,HPN,OPF,E55P
,RBD,NBG,A321
,GYY,PDX,B38M
,OXR,HWD,MU2
,PPM,PBI,S22T
,SCF,APA,S22T
,FNL,SLT,BL17
,UES,EWR,B737
,HAB,GAD,C25A
,IAH,GRU,B789
,AUS,JCY,R44
,GHC,RIC,SF50
,BNA,TTN,C525
,MSP,GTF,BCS3
,MEM,MLJ,AS50
,MMH,PTV,SF50
,TPA,IAD,C25B
,RDU,JAC,C25C
,DAL,PVU,E55P
,BMT,PPA,GA5C
,VGT,VNY,M20P
,SCF,LUF,PC12
,HHR,SBA,B350
,END,PWA,C182
,SLC,BOS,Unknown
,OLV,LAA,P46T
,SSI,HUA,C68A
,CLT,PHL,E145
,VLD,JAN,PA27
,EYW,MRK,P68
,EDC,LRD,TBM7
,MIA,SAQ,A319
,NEW,MSY,C172
,BMT,MCO,A21N
,ISQ,GRR,M20P
,CHS,DTW,CRJ9
,LOW,ORF,SR22
,LRD,SEM,MD88
,KYO,HST,C206
,LZU,MMI,DA40
,BMC,MLD,PA11
,TOA,VNY,C182
,HNL,CMH,GL7T
,BOS,CHS,B739
,MHV,CPM,VEZE
,VLE,PHX,A321
,CRX,BFK,B737
,MHN,CEN,B739
,LGA,ALB,B738
,BNA,SGF,C172
,CHK,PWA,P28A
,FLL,HPN,A321
,CFN,SPM,C17
,BOI,BZN,B350
,YHZ,YYZ,E295
,YEG,YHZ,E545
,AMZ,WIK,R44
,SDU,REC,E50P
,CNO,RIV,Unknown
,WVI,HLI,Unknown
,GCJ,QRA,E190
,JNB,GCJ,B06
,SEA,CMB,B77W
,ALG,BUJ,B738
,FPO,BIM,BE99
,LYS,CDG,E190
,FRA,ARN,A321
,STR,MXP,A20N
,ZRH,MGL,C56X
,BQH,PMI,C25A
,PYB,BKB,B789
,BOH,FAB,C56X
,BER,BUD,A319
,AMS,MME,E75L
,CPH,BGO,E195
,BEG,BJY,AT76
,YBC,ORD,B744
,MTY,TIJ,A320
,AOY,IXJ,A21N
,TAE,CHF,B738
,SZB,MKZ,AT75
,PEK,DAT,A319
,TYN,PEK,A321
,TYN,PKX,A320
,PEK,TYN,B38M
,PEK,TYN,B77L
,PEK,PKX,C919
,SHQ,BDB,C208
,TRV,DEL,A20N
,CDP,CCU,A320
,CDP,BEP,A21N
,SYY,ALA,B789
,FSZ,OIM,B789
,BKK,CND,B77W
,GSM,LVP,B738
,DXB,NMB,A388
,XSB,DOH,A21N
,RMB,AZI,EC45
,CGK,IXM,A333
,SMX,SBP,C82S
,BOS,FMY,A321
,SQA,AUS,C750
,AFW,LIT,P28A
,HPY,IAH,B738
,GUC,AUS,B38M
,MYF,TNP,E75L
,TRL,RBD,M20P
,OJC,MKO,PC12
,FET,FBY,P32R
,BQK,TMB,C550
,GRI,HSI,CRJ9
,TEX,IRK,C56X
,CTB,SRF,B789
,NQX,MLB,S22T
,MRI,TKA,C182
,MSP,SDF,E75L
,BOS,TPA,BCS3
,GVL,YYC,CL30
,ABQ,DRO,C172
,OPF,PIE,GLF6
,GHC,AZO,F900
,WVI,HLI,S22T
,GLE,AFW,P06T
,MSC,AZA,PA18
,TCL,HAB,P28A
,RNO,HAF,AA5
,MHH,FPY,E55P
,LSB,GLB,A21N
,TLH,BTR,B737
,HSH,SJC,S22T
,GDT,MAZ,A21N
,THA,FTW,EA50
,BLD,HSH,PIAT
,LWM,APF,C25A
,EED,GCW,Unknown
,INK,RDU,A321
,NGF,SEA,B738
,AOO,APF,BE40
,VBG,SMF,B763
,YKM,BZN,E75L
,CFT,LAX,B739
,CLT,DNL,C172
,BOG,BLM,A20N
,SYR,FWA,B38M
,PNS,GCM,GA5C
,SZL,DMO,C172
,BLU,APC,RV6
,TPA,MSY,B738
,MKG,HOU,B738
,HSP,TPA,B38M
,IAD,COU,E75L
,MSP,TPA,B739
,MAF,EDC,B350
,RMS,STR,GLF5
,WRI,BUD,C17
,DNA,IEJ,C560
,SVN,CHS,AS65
,IPL,OLS,H60
,YOW,YGK,E295
,WHK,GIS,C172
,DUD,TIU,C152
,CGB,TGQ,P46T
,JPA,QNV,B738
,PMG,VCP,Unknown
,GRU,BOG,A320
,DVT,SCF,Unknown
,SYV,MUL,Unknown
,POC,TNP,Unknown
,WJF,SZP,Unknown
,MCC,OVE,Unknown
,GRK,AUS,Unknown
,RIR,HMT,Unknown
,XSB,BKK,B77W
,MEX,CVM,A21N
,XJM,LHE,A333
,CDG,BIQ,E190
,MUC,STR,A20N
,ACH,QLS,P28R
,LHB,OXF,RV9
,DUB,LCY,E190
,KPO,BNX,B789
,HND,CND,B789
,LSZ,TZL,C525
,TRN,NWI,E75L
,OGU,DUB,A320
,KNR,IST,A21N
,ERZ,BTZ,A20N
,OSI,BJY,AT76
,BOS,KEF,B763
,FJR,XSB,A320
,BXJ,SFO,A359
,ICN,ALA,A359
,KWJ,TAE,A321
,FUK,JWO,B38M
,OMF,DAM,B38M
,DPS,HWK,A339
,TAG,MRQ,AT76
,NGO,SIN,B78X
,CMD,SIN,A388
,PEK,PKX,A320
,TNA,PKX,A321
,DLC,HUZ,A321
,HDG,HKG,A333
,HUZ,SWA,B38M
,SYD,NYN,A332
,MEL,RMK,E145
,MTL,NTL,P32R
,BNE,MKY,SW4
,CDU,BWU,P28A
,OTP,BKK,B77W
,AOY,FAU,A388
,TJK,LVP,A359
,KYO,LEX,LJ35
,ANY,RVS,C172
,MFD,ATL,A321
,EYR,RNO,CH7A
